date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
02-07-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
02-07-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
02-07-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
02-07-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
02-07-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
02-07-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
02-07-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
02-07-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
02-07-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
02-07-2020,rg kar mch,24850,28500,15800,130050,136700,3607
02-07-2020,nrs mch,29250,22000,24300,45050,16500,3140
02-07-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
02-07-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
02-07-2020,cnmch,31350,23300,19150,91500,12500,2772
02-07-2020,other govt dept/institutions,190326,167050,140058,364626,403252,27027.3
02-07-2020,stock in hand-in transit,616043,104680,226031,1322782,434658,43746.9
02-07-2020,,1648262,1009040,1335359,4260208,3068210,215390.2
01-07-2020,alipurduar,9800,11150,10400,63400,42700,2942
01-07-2020,bankura,15250,14700,17800,56050,33200,4048
01-07-2020,birbhum,17950,11000,17400,33550,4200,3571
01-07-2020,bishnupur hd,6850,13200,30100,59750,54500,3561
01-07-2020,coochbehar,18100,11250,18700,23100,4700,1804
01-07-2020,dakshin dinajpur,8900,8050,18500,51100,40700,3171
01-07-2020,darjeeling,14250,13350,19900,24200,6700,3898
01-07-2020,diamond harbour hd,21250,10600,20500,47550,28500,2334
01-07-2020,hooghly,19370,12250,24000,32200,39600,4641
01-07-2020,howrah,49450,30500,32780,72050,95200,4131
01-07-2020,jalpaiguri,16300,14100,32400,48000,8700,3063
01-07-2020,jhargram,6550,5800,16890,30050,16200,2293
01-07-2020,kalimpong,9650,9800,16000,31050,8200,2870.5
01-07-2020,malda,14100,11700,23000,44100,53700,4901
01-07-2020,murshidabad,12833,17980,23700,50100,10700,8180
01-07-2020,nadia,30570,13740,30800,65050,62200,3831
01-07-2020,north 24 parganas,27800,20540,29440,73500,35700,5333.5
01-07-2020,basirhat hd,18820,17230,26280,68050,83500,2397
01-07-2020,paschim bardhaman,16650,11900,12580,29000,49400,1257
01-07-2020,paschim medinipur,10150,16300,23590,47050,51200,3435
01-07-2020,purba bardhaman,20650,15100,21800,52050,56200,4393
01-07-2020,purba medinipur,20050,11500,20220,15050,10600,1731
01-07-2020,nandigram hd,9750,11700,23140,65050,44200,4879
01-07-2020,purulia,21450,13500,33200,60550,46700,5071
01-07-2020,rampurhat hd,12150,8900,17800,23550,24500,2487
01-07-2020,south 24 parganas,15250,12300,18900,33050,17200,1641
01-07-2020,uttar dinajpur,20750,16350,34600,49550,30700,3103
01-07-2020,bankura s mc&h,8500,15650,10200,65000,71500,1060
01-07-2020,coochbehar mc&h,8300,6900,11600,25000,31000,1792
01-07-2020,nb mc&h,17350,26100,17000,79200,77000,3290
01-07-2020,diamond harbour mc&h,8300,9000,9600,59000,70500,1498
01-07-2020,malda mc&h,8800,20300,11100,83000,88500,2218
01-07-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
01-07-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
01-07-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
01-07-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
01-07-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
01-07-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
01-07-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
01-07-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
01-07-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
01-07-2020,rg kar mch,24850,28500,15800,130050,136700,3607
01-07-2020,nrs mch,29250,22000,24300,45050,16500,3140
01-07-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
01-07-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
01-07-2020,cnmch,31350,23300,19150,91500,12500,2772
01-07-2020,other govt dept/institutions,190326,167050,140058,364626,403252,27027.3
01-07-2020,stock in hand-in transit,608043,97680,211031,1307782,414658,43546.9
01-07-2020,,1638262,1001040,1320359,4245208,3048210,215190.2
30-06-2020,alipurduar,9800,11150,10400,63400,42700,2942
30-06-2020,bankura,15250,14700,17800,56050,33200,4048
30-06-2020,birbhum,17950,11000,17400,33550,4200,3571
30-06-2020,bishnupur hd,6850,13200,30100,59750,54500,3561
30-06-2020,coochbehar,18100,11250,18700,23100,4700,1804
30-06-2020,dakshin dinajpur,8900,8050,18500,51100,40700,3171
30-06-2020,darjeeling,14250,13350,19900,24200,6700,3898
30-06-2020,diamond harbour hd,21250,10600,20500,47550,28500,2334
30-06-2020,hooghly,19370,12250,24000,32200,39600,4641
30-06-2020,howrah,49450,30500,32780,72050,95200,4131
30-06-2020,jalpaiguri,16300,14100,32400,48000,8700,3063
30-06-2020,jhargram,6550,5800,16890,30050,16200,2293
30-06-2020,kalimpong,9650,9800,16000,31050,8200,2870.5
30-06-2020,malda,14100,11700,23000,44100,53700,4901
30-06-2020,murshidabad,12833,17980,23700,50100,10700,8180
30-06-2020,nadia,30570,13740,30800,65050,62200,3831
30-06-2020,north 24 parganas,27800,20540,29440,73500,35700,5333.5
30-06-2020,basirhat hd,18820,17230,26280,68050,83500,2397
30-06-2020,paschim bardhaman,16650,11900,12580,29000,49400,1257
30-06-2020,paschim medinipur,10150,16300,23590,47050,51200,3435
30-06-2020,purba bardhaman,20650,15100,21800,52050,56200,4393
30-06-2020,purba medinipur,20050,11500,20220,15050,10600,1731
30-06-2020,nandigram hd,9750,11700,23140,65050,44200,4879
30-06-2020,purulia,21450,13500,33200,60550,46700,5071
30-06-2020,rampurhat hd,12150,8900,17800,23550,24500,2487
30-06-2020,south 24 parganas,15250,12300,18900,33050,17200,1641
30-06-2020,uttar dinajpur,20750,16350,34600,49550,30700,3103
30-06-2020,bankura s mc&h,8500,15650,10200,65000,71500,1060
30-06-2020,coochbehar mc&h,8300,6900,11600,25000,31000,1792
30-06-2020,nb mc&h,17350,26100,17000,79200,77000,3290
30-06-2020,diamond harbour mc&h,8300,9000,9600,59000,70500,1498
30-06-2020,malda mc&h,8800,19300,11100,83000,88500,2218
30-06-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
30-06-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
30-06-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
30-06-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
30-06-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
30-06-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
30-06-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
30-06-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
30-06-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
30-06-2020,rg kar mch,24850,28500,15800,130050,136700,3607
30-06-2020,nrs mch,29250,22000,24300,45050,16500,3140
30-06-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
30-06-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
30-06-2020,cnmch,31350,23300,19150,91500,12500,2772
30-06-2020,other govt dept/institutions,190326,167040,140058,364426,403252,27017.3
30-06-2020,stock in hand-in transit,598043,88690,196031,1287982,389658,43356.9
30-06-2020,,1628262,991040,1305359,4225208,3023210,214990.2
29-06-2020,alipurduar,9800,11150,10400,63400,42700,2942
29-06-2020,bankura,15250,14700,17800,56050,33200,4048
29-06-2020,birbhum,17950,11000,17400,33550,4200,3571
29-06-2020,bishnupur hd,6850,13200,30100,59750,54500,3561
29-06-2020,coochbehar,18100,11250,18700,23100,4700,1804
29-06-2020,dakshin dinajpur,8900,8050,18500,51100,40700,3171
29-06-2020,darjeeling,14250,13350,19900,24200,6700,3898
29-06-2020,diamond harbour hd,21250,10600,20500,47550,28500,2334
29-06-2020,hooghly,19370,12250,24000,32200,39600,4641
29-06-2020,howrah,49450,30500,32780,72050,95200,4131
29-06-2020,jalpaiguri,16300,14100,32400,48000,8700,3063
29-06-2020,jhargram,6550,5800,16890,30050,16200,2293
29-06-2020,kalimpong,9650,9800,16000,31050,8200,2870.5
29-06-2020,malda,14100,11700,23000,44100,53700,4901
29-06-2020,murshidabad,12833,17980,23700,50100,10700,8180
29-06-2020,nadia,30570,13740,30800,65050,62200,3831
29-06-2020,north 24 parganas,27800,20540,29440,73500,35700,5333.5
29-06-2020,basirhat hd,18820,17230,26280,68050,83500,2397
29-06-2020,paschim bardhaman,16650,11900,12580,29000,49400,1257
29-06-2020,paschim medinipur,10150,16300,23590,47050,51200,3435
29-06-2020,purba bardhaman,20650,15100,21800,52050,56200,4393
29-06-2020,purba medinipur,20050,11500,20220,15050,10600,1731
29-06-2020,nandigram hd,9750,11700,23140,65050,44200,4879
29-06-2020,purulia,21450,13500,33200,60550,46700,5071
29-06-2020,rampurhat hd,12150,8900,17800,23550,24500,2487
29-06-2020,south 24 parganas,15250,12300,18900,33050,17200,1641
29-06-2020,uttar dinajpur,20750,16350,34600,49550,30700,3103
29-06-2020,bankura s mc&h,8500,15650,10200,65000,71500,1060
29-06-2020,coochbehar mc&h,8300,6900,11600,25000,31000,1792
29-06-2020,nb mc&h,17350,24600,17000,79200,77000,3290
29-06-2020,diamond harbour mc&h,8300,9000,9600,59000,70500,1498
29-06-2020,malda mc&h,8800,19300,11100,83000,88500,2218
29-06-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
29-06-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
29-06-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
29-06-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
29-06-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
29-06-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
29-06-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
29-06-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
29-06-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
29-06-2020,rg kar mch,24850,28500,15800,130050,136700,3607
29-06-2020,nrs mch,29250,22000,24300,45050,16500,3140
29-06-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
29-06-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
29-06-2020,cnmch,31350,23300,19150,91500,12500,2772
29-06-2020,other govt dept/institutions,190326,167040,140058,364426,403252,27017.3
29-06-2020,stock in hand-in transit,588043,82190,181031,1272982,359658,43156.9
29-06-2020,,1618262,983040,1290359,4210208,2993210,214790.2
28-06-2020,alipurduar,9800,11150,10400,63400,42700,2942
28-06-2020,bankura,15250,14700,17800,56050,33200,4048
28-06-2020,birbhum,17950,11000,17400,33550,4200,3571
28-06-2020,bishnupur hd,6850,13200,30100,59750,54500,3561
28-06-2020,coochbehar,18100,11250,18700,23100,4700,1804
28-06-2020,dakshin dinajpur,8900,8050,18500,51100,40700,3171
28-06-2020,darjeeling,14250,13350,19900,24200,6700,3898
28-06-2020,diamond harbour hd,21250,10600,20500,47550,28500,2334
28-06-2020,hooghly,19370,12250,24000,32200,39600,4641
28-06-2020,howrah,49450,30500,32780,72050,95200,4131
28-06-2020,jalpaiguri,16300,14100,32400,48000,8700,3063
28-06-2020,jhargram,6550,5800,16890,30050,16200,2293
28-06-2020,kalimpong,9650,9800,16000,31050,8200,2870.5
28-06-2020,malda,14100,11700,23000,44100,53700,4901
28-06-2020,murshidabad,12833,17980,23700,50100,10700,8180
28-06-2020,nadia,30570,13740,30800,65050,62200,3831
28-06-2020,north 24 parganas,27800,20540,29440,73500,35700,5333.5
28-06-2020,basirhat hd,18820,17230,26280,68050,83500,2397
28-06-2020,paschim bardhaman,16650,11900,12580,29000,49400,1257
28-06-2020,paschim medinipur,10150,16300,23590,47050,51200,3435
28-06-2020,purba bardhaman,20650,15100,21800,52050,56200,4393
28-06-2020,purba medinipur,20050,11500,20220,15050,10600,1731
28-06-2020,nandigram hd,9750,11700,23140,65050,44200,4879
28-06-2020,purulia,21450,13500,33200,60550,46700,5071
28-06-2020,rampurhat hd,12150,8900,17800,23550,24500,2487
28-06-2020,south 24 parganas,15250,12300,18900,33050,17200,1641
28-06-2020,uttar dinajpur,20750,16350,34600,49550,30700,3103
28-06-2020,bankura s mc&h,8500,15650,10200,65000,71500,1060
28-06-2020,coochbehar mc&h,8300,6900,11600,25000,31000,1792
28-06-2020,nb mc&h,17350,24600,17000,79200,77000,3290
28-06-2020,diamond harbour mc&h,8300,9000,9600,59000,70500,1498
28-06-2020,malda mc&h,8800,19300,11100,83000,88500,2218
28-06-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
28-06-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
28-06-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
28-06-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
28-06-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
28-06-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
28-06-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
28-06-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
28-06-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
28-06-2020,rg kar mch,24850,28500,15800,130050,136700,3607
28-06-2020,nrs mch,29250,22000,24300,45050,16500,3140
28-06-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
28-06-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
28-06-2020,cnmch,31350,23300,19150,91500,12500,2772
28-06-2020,other govt dept/institutions,190326,167040,140058,364426,403252,27017.3
28-06-2020,stock in hand-in transit,576043,75190,171031,1262982,334658,42956.9
28-06-2020,,1606262,976040,1280359,4200208,2968210,214590.2
27-06-2020,alipurduar,9800,11150,10400,63400,42700,2942
27-06-2020,bankura,15250,14700,17800,56050,33200,4048
27-06-2020,birbhum,17950,11000,17400,33550,4200,3571
27-06-2020,bishnupur hd,6850,13200,30100,59750,54500,3561
27-06-2020,coochbehar,18100,11250,18700,23100,4700,1804
27-06-2020,dakshin dinajpur,8900,8050,18500,51100,40700,3171
27-06-2020,darjeeling,14250,13350,19900,24200,6700,3898
27-06-2020,diamond harbour hd,21250,10600,20500,47550,28500,2334
27-06-2020,hooghly,19370,12250,24000,32200,39600,4641
27-06-2020,howrah,49450,30500,32780,72050,95200,4131
27-06-2020,jalpaiguri,16300,14100,32400,48000,8700,3063
27-06-2020,jhargram,6550,5800,16890,30050,16200,2293
27-06-2020,kalimpong,9650,9800,16000,31050,8200,2870.5
27-06-2020,malda,14100,11700,23000,44100,53700,4901
27-06-2020,murshidabad,12833,17980,23700,50100,10700,8180
27-06-2020,nadia,30570,13740,30800,65050,62200,3831
27-06-2020,north 24 parganas,27800,20540,29440,73500,35700,5333.5
27-06-2020,basirhat hd,18820,17230,26280,68050,83500,2397
27-06-2020,paschim bardhaman,16650,11900,12580,29000,49400,1257
27-06-2020,paschim medinipur,10150,16300,23590,47050,51200,3435
27-06-2020,purba bardhaman,20650,15100,21800,52050,56200,4393
27-06-2020,purba medinipur,20050,11500,20220,15050,10600,1731
27-06-2020,nandigram hd,9750,11700,23140,65050,44200,4879
27-06-2020,purulia,21450,13500,33200,60550,46700,5071
27-06-2020,rampurhat hd,12150,8900,17800,23550,24500,2487
27-06-2020,south 24 parganas,15250,12300,18900,33050,17200,1641
27-06-2020,uttar dinajpur,20750,16350,34600,49550,30700,3103
27-06-2020,bankura s mc&h,8500,15650,10200,65000,71500,1060
27-06-2020,coochbehar mc&h,8300,6900,11600,25000,31000,1792
27-06-2020,nb mc&h,17350,24600,17000,79200,77000,3290
27-06-2020,diamond harbour mc&h,8300,9000,9600,59000,70500,1498
27-06-2020,malda mc&h,8800,19300,11100,83000,88500,2218
27-06-2020,murshidabad mc&h,16630,18950,12600,39500,52500,1490
27-06-2020,bardhaman mc&h,11900,14100,17500,64000,75500,2098
27-06-2020,medinipur mc&h,18700,17800,22600,90500,64500,3998
27-06-2020,purulia mc&h,7300,10200,51600,57000,47500,1598
27-06-2020,rampurhat mc&h,11900,10400,15600,26500,18500,5398
27-06-2020,raiganj mc&h,7100,6400,9100,19000,19500,890
27-06-2020,jnm mc&h,9500,12500,17000,35000,12500,1272
27-06-2020,sagar dutta mc&h,17620,13330,15600,55050,76500,2778
27-06-2020,id & bg hospital,33050,30800,16600,64100,42500,2671
27-06-2020,rg kar mch,24850,28500,15800,130050,136700,3607
27-06-2020,nrs mch,29250,22000,24300,45050,16500,3140
27-06-2020,ipgmer & sskmh,52400,40590,39100,198550,206500,5167
27-06-2020,"medical college, kolkata",52450,45000,18800,98050,150500,2912
27-06-2020,cnmch,31350,23300,19150,91500,12500,2772
27-06-2020,other govt dept/institutions,190326,167040,140058,364426,403252,27017.3
27-06-2020,stock in hand-in transit,566043,65190,161031,1247982,304658,42656.9
27-06-2020,,1596262,966040,1270359,4185208,2938210,214290.2
26-06-2020,alipurduar,8800,10150,8400,63400,40700,2742
26-06-2020,bankura,14250,13700,17800,54050,29200,4048
26-06-2020,birbhum,16950,10500,16400,33550,4200,3471
26-06-2020,bishnupur hd,6850,12200,29100,59750,54500,3561
26-06-2020,coochbehar,17100,10250,16700,23100,4700,1604
26-06-2020,dakshin dinajpur,7900,6550,15500,46100,38700,2871
26-06-2020,darjeeling,12250,12350,19900,24200,6700,3598
26-06-2020,diamond harbour hd,20250,9100,19500,46550,27500,2334
26-06-2020,hooghly,18370,11250,21000,32200,34600,4441
26-06-2020,howrah,49450,29500,29780,72050,90200,4131
26-06-2020,jalpaiguri,16300,13100,30400,48000,8700,3063
26-06-2020,jhargram,6550,5300,14890,30050,13200,1993
26-06-2020,kalimpong,9650,8800,14000,31050,8200,2870.5
26-06-2020,malda,14100,10700,21000,44100,51700,4701
26-06-2020,murshidabad,12833,16980,22700,50100,10700,8180
26-06-2020,nadia,28570,12240,27800,60050,57200,3631
26-06-2020,north 24 parganas,27800,19540,29440,73500,35700,5333.5
26-06-2020,basirhat hd,15820,15730,23280,64050,78500,1997
26-06-2020,paschim bardhaman,15650,10900,11580,27000,47400,1257
26-06-2020,paschim medinipur,9150,15300,20590,46050,51200,3235
26-06-2020,purba bardhaman,19650,13600,20800,50050,55200,4093
26-06-2020,purba medinipur,20050,10500,18220,15050,10600,1731
26-06-2020,nandigram hd,8750,10700,20140,64050,43200,4879
26-06-2020,purulia,19450,12500,29200,59550,43700,4771
26-06-2020,rampurhat hd,11150,8400,15800,22550,24500,2287
26-06-2020,south 24 parganas,14250,11300,18900,32050,17200,1641
26-06-2020,uttar dinajpur,19750,15350,32600,48550,30700,2803
26-06-2020,bankura s mc&h,8500,14650,10200,61000,66500,1060
26-06-2020,coochbehar mc&h,7300,5900,9600,25000,29000,1592
26-06-2020,nb mc&h,16350,22600,16000,75200,71000,2990
26-06-2020,diamond harbour mc&h,8300,8000,9600,54000,64500,1298
26-06-2020,malda mc&h,8800,17800,10100,79000,84500,2118
26-06-2020,murshidabad mc&h,15630,18450,12600,38500,52500,1290
26-06-2020,bardhaman mc&h,10900,13100,17500,61000,70500,2098
26-06-2020,medinipur mc&h,17700,16800,22600,89500,62500,3998
26-06-2020,purulia mc&h,6300,9700,51600,56000,45500,1398
26-06-2020,rampurhat mc&h,10900,9400,14600,26500,14500,4998
26-06-2020,raiganj mc&h,6100,5900,9100,19000,16500,890
26-06-2020,jnm mc&h,8500,11500,15000,35000,11500,1072
26-06-2020,sagar dutta mc&h,16620,12330,15600,55050,66500,2378
26-06-2020,id & bg hospital,33050,30800,16600,56100,39500,2471
26-06-2020,rg kar mch,24850,27500,15800,125050,126700,3407
26-06-2020,nrs mch,28250,20000,20300,35050,6500,2740
26-06-2020,ipgmer & sskmh,51400,38590,37100,192550,201500,4567
26-06-2020,"medical college, kolkata",48450,41000,18800,92050,147500,2912
26-06-2020,cnmch,30350,22300,19150,87500,7500,2472
26-06-2020,other govt dept/institutions,185826,159940,122058,341426,383752,25707.3
26-06-2020,stock in hand-in transit,596543,113290,231031,1349982,431158,51366.9
26-06-2020,,1582262,956040,1260359,4175208,2918210,214090
25-06-2020,alipurduar,8800,10150,8400,63400,40700,2742
25-06-2020,bankura,14250,13700,17800,54050,29200,4048
25-06-2020,birbhum,16950,10500,16400,33550,4200,3471
25-06-2020,bishnupur hd,6850,12200,29100,59750,54500,3561
25-06-2020,coochbehar,17100,10250,16700,23100,4700,1604
25-06-2020,dakshin dinajpur,7900,6550,15500,46100,38700,2871
25-06-2020,darjeeling,12250,12350,19900,24200,6700,3598
25-06-2020,diamond harbour hd,20250,9100,19500,46550,27500,2334
25-06-2020,hooghly,18370,11250,21000,32200,34600,4441
25-06-2020,howrah,49450,29500,29780,72050,90200,4131
25-06-2020,jalpaiguri,16300,13100,30400,48000,8700,3063
25-06-2020,jhargram,6550,5300,14890,30050,13200,1993
25-06-2020,kalimpong,9650,8800,14000,31050,8200,2870.5
25-06-2020,malda,14100,10700,21000,44100,51700,4701
25-06-2020,murshidabad,12833,16980,22700,50100,10700,8180
25-06-2020,nadia,28570,12240,27800,60050,57200,3631
25-06-2020,north 24 parganas,27800,19540,29440,73500,35700,5333.5
25-06-2020,basirhat hd,15820,15730,23280,64050,78500,1997
25-06-2020,paschim bardhaman,15650,10900,11580,27000,47400,1257
25-06-2020,paschim medinipur,9150,15300,20590,46050,51200,3235
25-06-2020,purba bardhaman,19650,13600,20800,50050,55200,4093
25-06-2020,purba medinipur,20050,10500,18220,15050,10600,1731
25-06-2020,nandigram hd,8750,10700,20140,64050,43200,4879
25-06-2020,purulia,19450,12500,29200,59550,43700,4771
25-06-2020,rampurhat hd,11150,8400,15800,22550,24500,2287
25-06-2020,south 24 parganas,14250,11300,18900,32050,17200,1641
25-06-2020,uttar dinajpur,19750,15350,32600,48550,30700,2803
25-06-2020,bankura s mc&h,8500,14650,10200,61000,66500,1060
25-06-2020,coochbehar mc&h,7300,5900,9600,25000,29000,1592
25-06-2020,nb mc&h,16350,22600,16000,75200,71000,2990
25-06-2020,diamond harbour mc&h,8300,8000,9600,54000,64500,1298
25-06-2020,malda mc&h,8800,17800,10100,79000,84500,2118
25-06-2020,murshidabad mc&h,15630,18450,12600,38500,52500,1290
25-06-2020,bardhaman mc&h,10900,13100,17500,61000,70500,2098
25-06-2020,medinipur mc&h,17700,16800,22600,89500,62500,3998
25-06-2020,purulia mc&h,6300,9700,51600,56000,45500,1398
25-06-2020,rampurhat mc&h,10900,9400,14600,26500,14500,4998
25-06-2020,raiganj mc&h,6100,5900,9100,19000,16500,890
25-06-2020,jnm mc&h,8500,11500,15000,35000,11500,1072
25-06-2020,sagar dutta mc&h,16620,12330,15600,55050,66500,2378
25-06-2020,id & bg hospital,33050,30800,16600,56100,39500,2471
25-06-2020,rg kar mch,24850,27500,15800,125050,126700,3407
25-06-2020,nrs mch,28250,20000,20300,35050,6500,2740
25-06-2020,ipgmer & sskmh,51400,38590,37100,192550,201500,4567
25-06-2020,"medical college, kolkata",48450,41000,18800,92050,147500,2912
25-06-2020,cnmch,30350,22300,19150,87500,7500,2472
25-06-2020,other govt dept/institutions,185826,159940,121908,341426,383752,25697.3
25-06-2020,stock in hand-in transit,583543,103290,216181,1334982,406158,51076.9
25-06-2020,,1569262,946040,1245359,4160208,2893210,213790.2
24-06-2020,alipurduar,8800,10150,8400,63400,40700,2742
24-06-2020,bankura,14250,13700,17800,54050,29200,4048
24-06-2020,birbhum,16950,10500,16400,33550,4200,3471
24-06-2020,bishnupur hd,6850,12200,29100,59750,54500,3561
24-06-2020,coochbehar,17100,10250,16700,23100,4700,1604
24-06-2020,dakshin dinajpur,7900,6550,15500,46100,38700,2871
24-06-2020,darjeeling,12250,12350,19900,24200,6700,3598
24-06-2020,diamond harbour hd,20250,9100,19500,46550,27500,2334
24-06-2020,hooghly,18370,11250,21000,32200,34600,4441
24-06-2020,howrah,44450,28500,29780,67050,80200,3631
24-06-2020,jalpaiguri,16300,13100,30400,48000,8700,3063
24-06-2020,jhargram,6550,5300,14890,30050,13200,1993
24-06-2020,kalimpong,9650,8800,14000,31050,8200,2870.5
24-06-2020,malda,14100,10700,21000,44100,51700,4701
24-06-2020,murshidabad,12833,16980,22700,50100,10700,8180
24-06-2020,nadia,28570,12240,27800,60050,57200,3631
24-06-2020,north 24 parganas,27800,19540,29440,73500,35700,5333.5
24-06-2020,basirhat hd,15820,15730,23280,64050,78500,1997
24-06-2020,paschim bardhaman,15650,10900,11580,27000,47400,1257
24-06-2020,paschim medinipur,9150,15300,20590,46050,51200,3235
24-06-2020,purba bardhaman,19650,13600,20800,50050,55200,4093
24-06-2020,purba medinipur,20050,10500,18220,15050,10600,1731
24-06-2020,nandigram hd,8750,10700,20140,64050,43200,4879
24-06-2020,purulia,19450,12500,29200,59550,43700,4771
24-06-2020,rampurhat hd,11150,8400,15800,22550,24500,2287
24-06-2020,south 24 parganas,14250,11300,18900,32050,17200,1641
24-06-2020,uttar dinajpur,19750,15350,32600,48550,30700,2803
24-06-2020,bankura s mc&h,8500,14650,10200,61000,66500,1060
24-06-2020,coochbehar mc&h,7300,5900,9600,25000,29000,1592
24-06-2020,nb mc&h,16350,22600,16000,75200,71000,2990
24-06-2020,diamond harbour mc&h,8300,8000,9600,54000,64500,1298
24-06-2020,malda mc&h,8800,17800,10100,79000,84500,2118
24-06-2020,murshidabad mc&h,15630,18450,12600,38500,52500,1290
24-06-2020,bardhaman mc&h,10900,13100,17500,61000,70500,2098
24-06-2020,medinipur mc&h,17700,16800,22600,89500,62500,3998
24-06-2020,purulia mc&h,6300,9700,51600,56000,45500,1398
24-06-2020,rampurhat mc&h,10900,9400,14600,26500,14500,4998
24-06-2020,raiganj mc&h,6100,5900,9100,19000,16500,890
24-06-2020,jnm mc&h,8500,11500,15000,35000,11500,1072
24-06-2020,sagar dutta mc&h,16620,12330,15600,55050,66500,2378
24-06-2020,id & bg hospital,33050,30800,16600,56100,39500,2471
24-06-2020,rg kar mch,24850,27500,15800,125050,126700,3407
24-06-2020,nrs mch,28250,20000,20300,35050,6500,2740
24-06-2020,ipgmer & sskmh,51400,38590,37100,192550,201500,4567
24-06-2020,"medical college, kolkata",48450,41000,18800,92050,147500,2912
24-06-2020,cnmch,30350,22300,19150,87500,7500,2472
24-06-2020,other govt dept/institutions,185826,159940,121808,341426,383552,25687.3
24-06-2020,stock in hand-in transit,577543,89290,201281,1319982,386358,51086.9
24-06-2020,,1558262,931040,1230359,4140208,2863210,213290.2
23-06-2020,alipurduar,8800,9650,8400,63400,40700,2742
23-06-2020,bankura,13750,13200,17800,51050,29200,3748
23-06-2020,birbhum,16950,10500,16400,33550,4200,3471
23-06-2020,bishnupur hd,6850,11700,28100,56750,51500,3361
23-06-2020,coochbehar,16600,9750,16700,23100,4700,1504
23-06-2020,dakshin dinajpur,7900,6550,15500,46100,35700,2771
23-06-2020,darjeeling,11750,12350,19900,24200,6700,3598
23-06-2020,diamond harbour hd,19750,8600,19500,46550,27500,2334
23-06-2020,hooghly,17870,10750,21000,29200,34600,4341
23-06-2020,howrah,44450,28000,29780,67050,80200,3631
23-06-2020,jalpaiguri,16300,13100,30400,48000,8700,3063
23-06-2020,jhargram,6550,5300,14890,27050,13200,1993
23-06-2020,kalimpong,9150,8800,14000,31050,8200,2870.5
23-06-2020,malda,13600,10200,21000,41100,51700,4701
23-06-2020,murshidabad,12833,16480,22700,50100,10700,8180
23-06-2020,nadia,28570,12240,27800,57050,55200,3631
23-06-2020,north 24 parganas,27000,19040,29440,73500,35700,5333.5
