date,district,cases_today,deaths_today,cases_total,deaths_total,under_treatment,cured_total
25-07-2021,amritsar,0,0,60,4,39,12
25-07-2021,barnala,0,0,14,4,5,1
25-07-2021,bathinda,0,0,51,5,16,25
25-07-2021,faridkot,0,0,12,1,4,4
25-07-2021,fatehgarh sahib,0,0,9,1,4,4
25-07-2021,fazilka,0,0,16,1,2,8
25-07-2021,firozepur,1,0,17,1,7,7
25-07-2021,gurdaspur,1,0,30,3,18,6
25-07-2021,hoshiarpur,0,0,25,1,20,3
25-07-2021,jalandhar,0,0,54,6,33,13
25-07-2021,kapurthala,0,0,12,2,5,5
25-07-2021,ludhiana,0,0,108,8,35,46
25-07-2021,mansa,0,0,27,0,12,12
25-07-2021,moga,0,0,10,0,6,1
25-07-2021,pathankot,0,0,5,1,3,1
25-07-2021,patiala,0,0,32,2,18,7
25-07-2021,rupnagar (ropar),0,0,2,0,2,0
25-07-2021,s.a.s nagar,0,0,13,0,9,4
25-07-2021,sangrur,0,0,30,1,17,10
25-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
25-07-2021,sri muktsar sahib,0,0,34,2,17,8
25-07-2021,tarn taran,0,0,19,1,14,4
25-07-2021,other states,0,0,70,6,33,23
25-07-2021,grand total,2,0,659,51,327,204
24-07-2021,amritsar,0,0,60,4,39,12
24-07-2021,barnala,0,0,14,4,5,1
24-07-2021,bathinda,0,0,51,5,15,26
24-07-2021,faridkot,0,0,12,1,4,4
24-07-2021,fatehgarh sahib,0,0,9,1,5,3
24-07-2021,fazilka,0,0,16,1,1,9
24-07-2021,firozepur,0,0,16,1,6,7
24-07-2021,gurdaspur,0,0,29,3,17,6
24-07-2021,hoshiarpur,0,0,25,1,20,3
24-07-2021,jalandhar,0,0,54,6,33,13
24-07-2021,kapurthala,0,0,12,2,5,5
24-07-2021,ludhiana,0,0,108,8,36,45
24-07-2021,mansa,0,0,27,0,12,12
24-07-2021,moga,0,0,10,0,6,1
24-07-2021,pathankot,0,0,5,1,3,1
24-07-2021,patiala,0,0,32,2,18,7
24-07-2021,rupnagar (ropar),0,0,2,0,2,0
24-07-2021,s.a.s nagar,0,0,13,0,9,4
24-07-2021,sangrur,0,0,30,1,17,10
24-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
24-07-2021,sri muktsar sahib,0,0,34,2,17,8
24-07-2021,tarn taran,0,0,19,1,14,4
24-07-2021,other states,0,0,70,6,34,22
24-07-2021,grand total,0,0,657,51,326,203
23-07-2021,amritsar,0,0,60,4,39,12
23-07-2021,barnala,0,0,14,4,5,1
23-07-2021,bathinda,0,0,51,5,15,26
23-07-2021,faridkot,0,0,12,1,4,4
23-07-2021,fatehgarh sahib,0,0,9,1,5,3
23-07-2021,fazilka,0,0,16,1,1,9
23-07-2021,firozepur,0,0,16,1,6,7
23-07-2021,gurdaspur,0,0,29,3,17,6
23-07-2021,hoshiarpur,0,0,25,1,20,3
23-07-2021,jalandhar,0,0,54,6,33,13
23-07-2021,kapurthala,0,0,12,2,5,5
23-07-2021,ludhiana,1,0,108,8,36,45
23-07-2021,mansa,0,0,27,0,12,12
23-07-2021,moga,0,0,10,0,6,1
23-07-2021,pathankot,0,0,5,1,3,1
23-07-2021,patiala,0,0,32,2,18,7
23-07-2021,rupnagar (ropar),0,0,2,0,2,0
23-07-2021,s.a.s nagar,0,0,13,0,9,4
23-07-2021,sangrur,-1,0,30,1,17,10
23-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
23-07-2021,sri muktsar sahib,0,0,34,2,17,8
23-07-2021,tarn taran,0,0,19,1,14,4
23-07-2021,other states,0,0,70,6,34,22
23-07-2021,grand total,0,0,657,51,326,203
22-07-2021,amritsar,0,0,60,4,39,12
22-07-2021,barnala,0,0,14,4,5,1
22-07-2021,bathinda,0,0,51,5,15,26
22-07-2021,faridkot,0,0,12,1,5,4
22-07-2021,fatehgarh sahib,0,0,9,1,5,3
22-07-2021,fazilka,0,0,16,1,1,9
22-07-2021,firozepur,0,0,16,1,6,7
22-07-2021,gurdaspur,0,0,29,3,17,6
22-07-2021,hoshiarpur,0,0,25,1,20,3
22-07-2021,jalandhar,0,0,54,6,33,13
22-07-2021,kapurthala,0,0,12,2,5,5
22-07-2021,ludhiana,0,0,107,8,35,45
22-07-2021,mansa,0,0,27,0,12,12
22-07-2021,moga,0,0,10,0,6,1
22-07-2021,pathankot,0,0,5,1,3,1
22-07-2021,patiala,2,0,32,2,18,7
22-07-2021,rupnagar (ropar),0,0,2,0,2,0
22-07-2021,s.a.s nagar,0,0,13,0,9,4
22-07-2021,sangrur,1,0,31,1,18,10
22-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
22-07-2021,sri muktsar sahib,0,0,34,2,17,8
22-07-2021,tarn taran,0,0,19,1,14,4
22-07-2021,other states,0,0,70,6,34,22
22-07-2021,grand total,3,0,657,51,327,203
21-07-2021,amritsar,0,0,60,4,39,12
21-07-2021,barnala,0,0,14,4,5,1
21-07-2021,bathinda,0,0,51,5,15,26
21-07-2021,faridkot,0,0,12,1,5,4
21-07-2021,fatehgarh sahib,0,0,9,1,5,3
21-07-2021,fazilka,0,0,16,1,1,9
21-07-2021,firozepur,0,0,16,1,6,7
21-07-2021,gurdaspur,0,0,29,3,17,6
21-07-2021,hoshiarpur,0,0,25,1,20,3
21-07-2021,jalandhar,0,0,54,6,33,13
21-07-2021,kapurthala,0,0,12,2,5,5
21-07-2021,ludhiana,0,0,107,8,36,44
21-07-2021,mansa,0,0,27,0,12,12
21-07-2021,moga,0,0,10,0,6,1
21-07-2021,pathankot,0,0,5,1,3,1
21-07-2021,patiala,0,0,30,2,16,7
21-07-2021,rupnagar (ropar),0,0,2,0,2,0
21-07-2021,s.a.s nagar,0,0,13,0,9,4
21-07-2021,sangrur,0,0,30,1,17,10
21-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
21-07-2021,sri muktsar sahib,0,0,34,2,17,8
21-07-2021,tarn taran,0,0,19,1,14,4
21-07-2021,other states,0,0,70,6,34,22
20-07-2021,amritsar,0,0,60,4,39,12
20-07-2021,barnala,0,0,14,4,5,1
20-07-2021,bathinda,0,0,51,5,16,25
20-07-2021,faridkot,0,0,12,1,5,4
20-07-2021,fatehgarh sahib,0,0,9,1,5,3
20-07-2021,fazilka,0,0,16,1,1,9
20-07-2021,firozepur,0,0,16,1,6,7
20-07-2021,gurdaspur,0,0,29,3,17,6
20-07-2021,hoshiarpur,0,0,25,1,20,3
20-07-2021,jalandhar,0,0,54,6,33,13
20-07-2021,kapurthala,0,0,12,2,5,5
20-07-2021,ludhiana,0,0,107,8,36,44
20-07-2021,mansa,0,0,27,0,12,12
20-07-2021,moga,0,0,10,0,6,1
20-07-2021,pathankot,0,0,5,1,3,1
20-07-2021,patiala,0,0,30,2,16,7
20-07-2021,rupnagar (ropar),0,0,2,0,2,0
20-07-2021,s.a.s nagar,0,0,13,0,9,4
20-07-2021,sangrur,0,0,30,1,17,10
20-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
20-07-2021,sri muktsar sahib,0,0,34,2,17,8
20-07-2021,tarn taran,0,0,19,1,14,4
20-07-2021,other states,0,0,70,6,34,22
20-07-2021,grand total,0,0,654,51,326,201
19-07-2021,amritsar,0,0,60,4,39,12
19-07-2021,barnala,0,0,14,4,5,1
19-07-2021,bathinda,0,0,51,5,17,24
19-07-2021,faridkot,0,0,12,1,5,4
19-07-2021,fatehgarh sahib,1,0,9,1,5,3
19-07-2021,fazilka,0,0,16,1,1,9
19-07-2021,firozepur,0,0,16,1,6,7
19-07-2021,gurdaspur,1,0,29,3,17,6
19-07-2021,hoshiarpur,0,0,25,1,20,3
19-07-2021,jalandhar,0,0,54,6,34,12
19-07-2021,kapurthala,0,0,12,2,5,5
19-07-2021,ludhiana,0,0,107,8,36,44
19-07-2021,mansa,0,0,27,0,12,12
19-07-2021,moga,0,0,10,0,6,1
19-07-2021,pathankot,0,0,5,1,3,1
19-07-2021,patiala,0,0,30,2,16,7
19-07-2021,rupnagar (ropar),0,0,2,0,2,0
19-07-2021,s.a.s nagar,0,0,13,0,9,4
19-07-2021,sangrur,0,0,30,1,17,10
19-07-2021,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0
19-07-2021,sri muktsar sahib,0,0,34,2,17,8
19-07-2021,tarn taran,0,0,19,1,14,4
19-07-2021,other states,1,0,70,6,34,22
19-07-2021,grand total,3,0,654,51,328,199
18-07-2021,amritsar,0,0,60,4,39,12
18-07-2021,barnala,0,0,14,4,5,1
18-07-2021,bathinda,0,0,51,5,17,24
18-07-2021,faridkot,0,0,12,1,6,3
18-07-2021,fatehgarh sahib,0,0,8,1,4,3
18-07-2021,fazilka,0,0,16,1,1,9
18-07-2021,firozepur,0,0,16,1,6,7
18-07-2021,gurdaspur,0,0,28,3,16,6
18-07-2021,hoshiarpur,0,0,25,1,20,3
18-07-2021,jalandhar,1,0,54,6,34,12
18-07-2021,kapurthala,0,0,12,2,5,5
18-07-2021,ludhiana,0,0,107,8,36,44
18-07-2021,mansa,0,0,27,0,12,12
18-07-2021,moga,0,0,10,0,6,1
18-07-2021,pathankot,0,0,5,1,3,1
18-07-2021,patiala,0,0,30,2,18,5
18-07-2021,rupnagar (ropar),0,0,2,0,2,0
18-07-2021,s.a.s nagar,0,0,13,0,9,4
18-07-2021,sangrur,0,0,30,1,17,10
18-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
18-07-2021,sri muktsar sahib,0,0,34,2,17,8
18-07-2021,tarn taran,0,0,19,1,13,4
18-07-2021,other states,0,0,69,6,33,22
18-07-2021,grand total,1,0,651,51,327,196
17-07-2021,amritsar,0,0,60,4,39,12
17-07-2021,barnala,0,0,14,4,5,1
17-07-2021,bathinda,0,0,51,5,17,24
17-07-2021,faridkot,0,0,12,1,6,3
17-07-2021,fatehgarh sahib,0,0,8,1,4,3
17-07-2021,fazilka,0,0,16,1,1,9
17-07-2021,firozepur,0,0,16,1,6,7
17-07-2021,gurdaspur,0,0,28,3,16,6
17-07-2021,hoshiarpur,0,0,25,1,20,3
17-07-2021,jalandhar,1,0,53,6,33,12
17-07-2021,kapurthala,0,0,12,2,5,5
17-07-2021,ludhiana,0,0,107,8,36,44
17-07-2021,mansa,0,0,27,0,12,12
17-07-2021,moga,0,0,10,0,6,1
17-07-2021,pathankot,0,0,5,1,3,1
17-07-2021,patiala,0,0,30,2,18,5
17-07-2021,rupnagar (ropar),0,0,2,0,2,0
17-07-2021,s.a.s nagar,0,0,13,0,9,4
17-07-2021,sangrur,0,0,30,1,17,10
17-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
17-07-2021,sri muktsar sahib,0,0,34,2,17,8
17-07-2021,tarn taran,1,0,19,1,13,4
17-07-2021,other states,0,0,69,6,33,22
17-07-2021,grand total,2,0,650,51,326,196
16-07-2021,amritsar,1,0,60,4,39,12
16-07-2021,barnala,0,0,14,4,5,1
16-07-2021,bathinda,0,0,51,5,17,24
16-07-2021,faridkot,0,0,12,1,6,3
16-07-2021,fatehgarh sahib,0,0,8,1,4,3
16-07-2021,fazilka,0,0,16,1,2,8
16-07-2021,firozepur,1,0,16,1,6,7
16-07-2021,gurdaspur,0,0,28,3,16,6
16-07-2021,hoshiarpur,0,0,25,1,20,3
16-07-2021,jalandhar,1,0,52,6,32,12
16-07-2021,kapurthala,0,0,12,2,5,5
16-07-2021,ludhiana,0,0,107,8,36,44
16-07-2021,mansa,0,0,27,0,12,12
16-07-2021,moga,0,0,10,0,6,1
16-07-2021,pathankot,0,0,5,1,3,1
16-07-2021,patiala,0,0,30,2,18,5
16-07-2021,rupnagar (ropar),0,0,2,0,2,0
16-07-2021,s.a.s nagar,0,0,13,0,9,4
16-07-2021,sangrur,1,0,30,1,17,10
16-07-2021,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0
16-07-2021,sri muktsar sahib,0,0,34,2,17,8
16-07-2021,tarn taran,0,0,18,1,13,4
16-07-2021,other states,0,0,69,6,33,22
16-07-2021,grand total,4,0,648,51,326,195
15-07-2021,amritsar,0,0,59,4,38,12
15-07-2021,barnala,0,0,14,4,5,1
15-07-2021,bathinda,0,0,51,5,16,25
15-07-2021,faridkot,0,0,12,1,5,3
15-07-2021,fatehgarh sahib,0,0,8,1,4,3
15-07-2021,fazilka,0,0,16,1,3,7
15-07-2021,firozepur,0,0,15,1,5,6
15-07-2021,gurdaspur,1,0,28,3,16,6
15-07-2021,hoshiarpur,0,0,25,1,20,3
15-07-2021,jalandhar,0,0,51,6,31,12
15-07-2021,kapurthala,0,0,12,2,5,5
15-07-2021,ludhiana,0,0,107,8,36,44
15-07-2021,mansa,1,0,27,0,12,12
15-07-2021,moga,0,0,10,0,6,1
15-07-2021,pathankot,0,0,5,1,3,1
15-07-2021,patiala,0,0,30,2,18,5
15-07-2021,rupnagar (ropar),0,0,2,0,2,0
15-07-2021,s.a.s nagar,0,0,13,0,9,4
15-07-2021,sangrur,1,0,29,1,16,10
15-07-2021,shahid bhagat singhnagar (nawanshahr),0,0,9,1,8,0
15-07-2021,sri muktsar sahib,0,0,34,2,17,9
15-07-2021,tarn taran,0,0,18,1,13,4
15-07-2021,other states,0,0,69,6,33,22
15-07-2021,grand total,3,0,644,51,321,195
14-07-2021,amritsar,0,0,59,4,38,0
14-07-2021,barnala,0,0,14,4,4,0
14-07-2021,bathinda,0,0,51,5,16,0
14-07-2021,faridkot,1,0,12,1,5,0
14-07-2021,fatehgarh sahib,0,0,8,1,4,0
14-07-2021,fazilka,1,0,16,1,3,0
14-07-2021,firozepur,0,0,15,1,5,0
14-07-2021,gurdaspur,0,0,27,3,15,0
14-07-2021,hoshiarpur,2,0,25,1,20,0
14-07-2021,jalandhar,0,0,51,6,31,0
14-07-2021,kapurthala,0,0,12,2,5,0
14-07-2021,ludhiana,0,0,107,8,37,0
14-07-2021,mansa,1,0,26,0,11,0
14-07-2021,moga,0,0,10,0,6,0
14-07-2021,pathankot,0,0,5,1,3,0
14-07-2021,patiala,0,0,30,2,18,0
14-07-2021,rupnagar (ropar),0,0,2,0,2,0
14-07-2021,s.a.s nagar,0,0,13,0,9,0
14-07-2021,sangrur,0,0,28,1,16,0
14-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
14-07-2021,sri muktsar sahib,1,0,34,2,16,0
14-07-2021,tarn taran,0,0,18,1,13,0
14-07-2021,other states,0,0,69,6,34,0
14-07-2021,grand total,6,0,641,51,319,0
13-07-2021,amritsar,1,0,59,4,38,0
13-07-2021,barnala,0,0,14,4,5,0
13-07-2021,bathinda,0,0,51,5,18,0
13-07-2021,faridkot,0,0,11,1,4,0
13-07-2021,fatehgarh sahib,0,0,8,1,4,0
13-07-2021,fazilka,0,0,15,1,1,0
13-07-2021,firozepur,0,0,15,1,5,0
13-07-2021,gurdaspur,0,0,27,3,15,0
13-07-2021,hoshiarpur,0,0,23,1,18,0
13-07-2021,jalandhar,0,0,51,6,31,0
13-07-2021,kapurthala,0,0,12,2,5,0
13-07-2021,ludhiana,0,0,107,8,39,0
13-07-2021,mansa,0,0,25,0,11,0
13-07-2021,moga,0,0,10,0,6,0
13-07-2021,pathankot,0,0,5,1,3,0
13-07-2021,patiala,1,0,30,2,18,0
13-07-2021,rupnagar (ropar),0,0,2,0,2,0
13-07-2021,s.a.s nagar,0,0,13,0,9,0
13-07-2021,sangrur,0,0,28,1,16,0
13-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
13-07-2021,sri muktsar sahib,0,0,33,2,18,0
13-07-2021,tarn taran,0,0,18,1,13,0
13-07-2021,other states,1,0,69,6,34,0
13-07-2021,grand total,3,0,635,51,321,0
11-07-2021,amritsar,0,0,57,4,51,0
11-07-2021,barnala,0,0,13,4,4,0
11-07-2021,bathinda,0,0,52,5,17,0
11-07-2021,faridkot,0,0,12,1,5,0
11-07-2021,fatehgarh sahib,0,0,8,1,4,0
11-07-2021,fazilka,0,0,15,1,1,0
11-07-2021,firozepur,0,0,15,1,5,0
11-07-2021,gurdaspur,0,0,27,3,21,0
11-07-2021,hoshiarpur,1,0,23,1,18,0
11-07-2021,jalandhar,1,0,52,6,31,0
11-07-2021,kapurthala,0,0,12,2,5,0
11-07-2021,ludhiana,0,0,107,8,39,0
11-07-2021,mansa,0,0,25,0,10,0
11-07-2021,moga,0,0,10,0,6,0
11-07-2021,pathankot,0,0,5,1,3,0
11-07-2021,patiala,0,0,29,2,17,0
11-07-2021,rupnagar (ropar),0,0,2,0,2,0
11-07-2021,s.a.s nagar,0,0,13,0,9,0
11-07-2021,sangrur,0,0,28,1,16,0
11-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
11-07-2021,sri muktsar sahib,0,0,33,2,16,0
11-07-2021,tarn taran,0,0,18,1,17,0
11-07-2021,other states,1,0,68,6,36,0
11-07-2021,grand total,3,0,633,51,341,0
10-07-2021,amritsar,1,0,57,4,51,0
10-07-2021,barnala,0,0,13,4,4,0
10-07-2021,bathinda,0,0,52,5,17,0
10-07-2021,faridkot,0,0,12,1,5,0
10-07-2021,fatehgarh sahib,0,0,8,1,4,0
10-07-2021,fazilka,0,0,15,1,2,0
10-07-2021,firozepur,0,0,15,1,5,0
10-07-2021,gurdaspur,0,0,27,3,21,0
10-07-2021,hoshiarpur,0,0,22,1,17,0
10-07-2021,jalandhar,0,0,51,6,30,0
10-07-2021,kapurthala,0,0,12,2,5,0
10-07-2021,ludhiana,0,0,107,8,40,0
10-07-2021,mansa,0,0,25,0,11,0
10-07-2021,moga,0,0,10,0,6,0
10-07-2021,pathankot,0,0,5,1,3,0
10-07-2021,patiala,0,0,29,2,17,0
10-07-2021,rupnagar (ropar),0,0,2,0,2,0
10-07-2021,s.a.s nagar,0,0,13,0,9,0
10-07-2021,sangrur,0,0,28,1,16,0
10-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
10-07-2021,sri muktsar sahib,1,0,33,2,16,0
10-07-2021,tarn taran,0,0,18,1,17,0
10-07-2021,other states,0,0,67,6,35,0
10-07-2021,grand total,2,0,630,51,341,0
09-07-2021,amritsar,1,0,56,4,50,0
09-07-2021,barnala,0,0,13,4,4,0
09-07-2021,bathinda,0,0,52,5,17,0
09-07-2021,faridkot,0,0,12,1,5,0
09-07-2021,fatehgarh sahib,0,0,8,1,4,0
09-07-2021,fazilka,0,0,15,1,2,0
09-07-2021,firozepur,0,0,15,1,5,0
09-07-2021,gurdaspur,-1,0,27,3,21,0
09-07-2021,hoshiarpur,1,0,22,1,17,0
09-07-2021,jalandhar,4,0,51,6,30,0
09-07-2021,kapurthala,0,0,12,2,5,0
09-07-2021,ludhiana,0,0,107,8,40,0
09-07-2021,mansa,0,0,25,0,11,0
09-07-2021,moga,0,0,10,0,6,0
09-07-2021,pathankot,0,0,5,1,3,0
09-07-2021,patiala,0,0,29,2,17,0
09-07-2021,rupnagar (ropar),0,0,2,0,2,0
09-07-2021,s.a.s nagar,0,0,13,0,9,0
09-07-2021,sangrur,0,0,28,1,16,0
09-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
09-07-2021,sri muktsar sahib,0,0,32,2,15,0
09-07-2021,tarn taran,0,0,18,1,17,0
09-07-2021,other states,0,0,67,6,35,0
09-07-2021,grand total,5,0,628,51,339,0
08-07-2021,amritsar,0,0,55,4,49,0
08-07-2021,barnala,0,0,13,4,4,0
08-07-2021,bathinda,0,0,52,5,18,0
08-07-2021,faridkot,0,0,12,1,5,0
08-07-2021,fatehgarh sahib,0,0,8,1,4,0
08-07-2021,fazilka,0,0,15,1,3,0
08-07-2021,firozepur,0,0,15,1,5,0
08-07-2021,gurdaspur,0,0,28,3,22,0
08-07-2021,hoshiarpur,0,0,21,1,16,0
08-07-2021,jalandhar,0,0,47,6,26,0
08-07-2021,kapurthala,0,0,12,2,5,0
08-07-2021,ludhiana,0,0,107,8,40,0
08-07-2021,mansa,0,0,25,0,12,0
08-07-2021,moga,0,0,10,0,6,0
08-07-2021,pathankot,0,0,5,1,3,0
08-07-2021,patiala,0,0,29,2,17,0
08-07-2021,rupnagar (ropar),0,0,2,0,2,0
08-07-2021,s.a.s nagar,0,0,13,0,9,0
08-07-2021,sangrur,1,0,28,1,16,0
08-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
08-07-2021,sri muktsar sahib,0,0,32,2,15,0
08-07-2021,tarn taran,0,0,18,1,17,0
08-07-2021,other states,0,0,67,6,35,0
08-07-2021,grand total,1,0,623,51,337,0
07-07-2021,amritsar,1,0,55,4,49,0
07-07-2021,barnala,0,0,13,4,4,0
07-07-2021,bathinda,0,0,52,5,20,0
07-07-2021,faridkot,0,0,12,1,6,0
07-07-2021,fatehgarh sahib,0,0,8,1,4,0
07-07-2021,fazilka,0,0,15,1,4,0
07-07-2021,ferozepur,-1,0,15,1,5,0
07-07-2021,gurdaspur,2,0,28,3,23,0
07-07-2021,hoshiarpur,1,0,21,1,16,0
07-07-2021,jalandhar,0,0,47,6,26,0
07-07-2021,kapurthala,0,0,12,2,5,0
07-07-2021,ludhiana,1,0,107,8,40,0
07-07-2021,mansa,1,0,25,0,12,0
07-07-2021,moga,0,0,10,0,6,0
07-07-2021,pathankot,0,0,5,1,3,0
07-07-2021,patiala,1,0,29,2,17,0
07-07-2021,rupnagar (ropar),0,0,2,0,2,0
07-07-2021,s.a.s nagar,0,0,13,0,9,0
07-07-2021,sangrur,0,0,27,1,15,0
07-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
07-07-2021,sri muktsar sahib,0,0,32,2,16,0
07-07-2021,tarn taran,0,0,18,1,17,0
07-07-2021,other states,0,0,67,6,35,0
07-07-2021,grand total,6,0,622,51,342,0
06-07-2021,amritsar,0,0,54,4,48,0
06-07-2021,barnala,0,0,13,4,4,0
06-07-2021,bathinda,2,0,52,5,20,0
06-07-2021,faridkot,0,0,12,1,6,0
06-07-2021,fatehgarh sahib,0,0,8,1,4,0
06-07-2021,fazilka,0,0,15,1,4,0
06-07-2021,firozepur,0,0,16,1,5,0
06-07-2021,gurdaspur,0,0,26,3,21,0
06-07-2021,hoshiarpur,0,0,20,1,16,0
06-07-2021,jalandhar,0,0,47,6,26,0
06-07-2021,kapurthala,0,0,12,2,5,0
06-07-2021,ludhiana,0,0,106,8,39,0
06-07-2021,mansa,0,0,24,0,12,0
06-07-2021,moga,2,0,10,0,6,0
06-07-2021,pathankot,0,0,5,1,3,0
06-07-2021,patiala,0,0,28,2,16,0
06-07-2021,rupnagar (ropar),0,0,2,0,2,0
06-07-2021,s.a.s nagar,1,0,13,0,9,0
06-07-2021,sangrur,0,0,27,1,15,0
06-07-2021,shahid bhagat singh nagar(nawanshahr),0,0,9,1,8,0
06-07-2021,sri muktsar sahib,0,0,32,2,19,0
06-07-2021,tarn taran,0,0,18,1,17,0
06-07-2021,other states,1,0,67,6,36,0
06-07-2021,grand total,6,0,616,51,341,0
05-07-2021,amritsar,-1,0,54,4,48,0
05-07-2021,barnala,1,0,13,4,4,0
05-07-2021,bathinda,1,0,50,5,18,0
05-07-2021,faridkot,0,0,12,1,6,0
05-07-2021,fatehgarh sahib,0,0,8,1,4,0
05-07-2021,fazilka,1,0,15,1,4,0
05-07-2021,firozepur,1,0,16,1,5,0
05-07-2021,gurdaspur,0,0,26,3,21,0
05-07-2021,hoshiarpur,0,0,20,1,16,0
05-07-2021,jalandhar,0,0,47,6,26,0
05-07-2021,kapurthala,0,0,12,2,5,0
05-07-2021,ludhiana,1,0,106,8,39,0
05-07-2021,mansa,0,0,24,0,12,0
05-07-2021,moga,0,0,8,0,4,0
05-07-2021,pathankot,0,0,5,1,3,0
05-07-2021,patiala,0,0,28,2,16,0
05-07-2021,rupnagar (ropar),0,0,2,0,2,0
05-07-2021,s.a.s nagar,0,0,12,0,8,0
05-07-2021,sangrur,0,0,27,1,16,0
05-07-2021,shahidbhagat singh nagar (nawanshahr),0,0,9,1,8,0
05-07-2021,sri muktsar sahib,1,0,32,2,19,0
05-07-2021,tarn taran,0,0,18,1,17,0
05-07-2021,other states,0,0,66,6,35,0
05-07-2021,grand total,5,0,610,51,336,0
04-07-2021,amritsar,2,0,55,4,49,0
04-07-2021,barnala,0,0,12,4,3,0
04-07-2021,bathinda,0,0,49,5,17,0
04-07-2021,faridkot,0,0,12,1,6,0
04-07-2021,fatehgarh sahib,0,0,8,1,4,0
04-07-2021,fazilka,0,0,14,1,3,0
04-07-2021,firozepur,0,0,15,1,5,0
04-07-2021,gurdaspur,1,0,26,3,21,0
04-07-2021,hoshiarpur,0,0,20,1,16,0
04-07-2021,jalandhar,2,0,47,6,26,0
04-07-2021,kapurthala,0,0,12,2,5,0
04-07-2021,ludhiana,0,0,105,8,39,0
04-07-2021,mansa,0,0,24,0,12,0
04-07-2021,moga,0,0,8,0,4,0
04-07-2021,pathankot,0,0,5,1,3,0
04-07-2021,patiala,0,0,28,2,16,0
04-07-2021,rupnagar (ropar),0,0,2,0,2,0
04-07-2021,s.a.s nagar,0,0,12,0,8,0
04-07-2021,sangrur,0,0,27,1,17,0
04-07-2021,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0
04-07-2021,sri muktsar sahib,0,0,31,2,18,0
04-07-2021,tarn taran,1,0,18,1,17,0
04-07-2021,other states,0,0,66,6,35,0
04-07-2021,grand total,6,0,605,51,334,0
03-07-2021,amritsar,0,0,53,4,47,0
03-07-2021,barnala,0,0,12,4,4,0
03-07-2021,bathinda,0,0,49,5,17,0
03-07-2021,faridkot,0,0,12,1,6,0
03-07-2021,fatehgarh sahib,0,0,8,1,5,0
03-07-2021,fazilka,0,0,14,1,3,0
03-07-2021,firozepur,0,0,15,1,5,0
03-07-2021,gurdaspur,0,0,25,3,20,0
03-07-2021,hoshiarpur,0,0,20,1,16,0
03-07-2021,jalandhar,0,0,45,6,24,0
03-07-2021,kapurthala,0,0,12,2,5,0
03-07-2021,ludhiana,1,0,105,8,40,0
03-07-2021,mansa,0,0,24,0,12,0
03-07-2021,moga,0,0,8,0,4,0
03-07-2021,pathankot,0,0,5,1,3,0
03-07-2021,patiala,0,0,28,2,19,0
03-07-2021,rupnagar (ropar),0,0,2,0,2,0
03-07-2021,s.a.s nagar,0,0,12,0,8,0
03-07-2021,sangrur,0,0,27,1,18,0
03-07-2021,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0
03-07-2021,sri muktsar sahib,0,0,31,2,18,0
03-07-2021,tarn taran,0,0,17,1,16,0
03-07-2021,other states,1,0,66,6,37,0
03-07-2021,grand total,2,0,599,51,337,0
02-07-2021,amritsar,0,0,53,4,47,0
02-07-2021,barnala,0,0,12,4,4,0
02-07-2021,bathinda,0,0,49,5,18,0
02-07-2021,faridkot,0,0,12,1,6,0
02-07-2021,fatehgarh sahib,0,0,8,1,5,0
02-07-2021,fazilka,0,0,14,1,3,0
02-07-2021,firozepur,0,0,15,1,5,0
02-07-2021,gurdaspur,0,0,25,3,20,0
02-07-2021,hoshiarpur,0,0,20,1,16,0
02-07-2021,jalandhar,0,0,45,6,23,0
02-07-2021,kapurthala,0,0,12,2,5,0
02-07-2021,ludhiana,1,0,104,8,44,0
02-07-2021,mansa,1,0,24,0,13,0
02-07-2021,moga,0,0,8,0,4,0
02-07-2021,pathankot,0,0,5,1,3,0
02-07-2021,patiala,1,0,28,2,19,0
02-07-2021,rupnagar (ropar),0,0,2,0,2,0
02-07-2021,s.a.s nagar,0,0,12,0,8,0
02-07-2021,sangrur,0,0,27,1,18,0
02-07-2021,shahidbhagat singh nagar(nawanshahr),0,0,9,1,8,0
