date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2021-07-21,ropar,1,0.17,,1 new case,,12865,12,12437,416
2021-07-21,tarn taran,1,0.1,,1 new case,,7965,20,7575,370
2021-07-21,fg sahib,0,0,,,,8766,14,8477,275
2021-07-21,mansa,0,0,,,,15563,14,15249,300
2021-07-21,sbs nagar,0,0,,,,11423,5,11048,370
2021-07-21,on the daypunjab,68,0.17,,,,,,,
2021-07-21,total,,,,,,598521,869,581406,16246
2021-07-20,ludhiana,10,0.11,,"2 contact of positive case, 3 new case(ili), 5 new case",,87244,123,85028,2093
2021-07-20,hoshiarpur,8,0.39,,"2 contact of positive case, 1 new case(ili), 5 new cases",,30609,47,29588,974
2021-07-20,jalandhar,8,0.21,,8 new cases,,63013,107,61418,1488
2021-07-20,amritsar,5,0.21,,5 new cases,,47010,73,45357,1580
2021-07-20,sas nagar,5,0.69,,5 new cases,,68409,41,67312,1056
2021-07-20,bathinda,4,1.49,,4 new cases,,41458,101,40319,1038
2021-07-20,ferozepur,4,0.56,,4 new cases,,14187,53,13644,490
2021-07-20,faridkot,3,0.38,,3 new cases,,13807,33,13464,310
2021-07-20,fazilka,3,0.38,,"1 contact of positive case,2 new cases(opd)",,20120,47,19548,525
2021-07-20,fg sahib,3,0.42,,3 new case,,8766,14,8477,275
2021-07-20,kapurthala,3,0.2,,3 new cases,,17718,35,17132,551
2021-07-20,moga,2,0.65,,2 new cases,,8610,5,8374,231
2021-07-20,patiala,2,0.13,,"1 contact of positive case, 1 new case",,48661,29,47296,1336
2021-07-20,sangrur,2,0.1,,2 new case,,15666,20,14779,867
2021-07-20,barnala,1,0.35,,1 new case,,5891,14,5637,240
2021-07-20,gurdaspur,1,0.04,,1 new case,,22207,43,21367,797
2021-07-20,mansa,1,0.21,,1 new case,,15563,18,15245,300
2021-07-20,muktsar,1,0.06,,1 new case,,18702,43,18136,523
2021-07-20,ropar,1,0.21,,1 new case,,12864,11,12437,416
2021-07-20,tarn taran,1,0.11,,1 new case,,7964,19,7575,370
2021-07-20,pathankot,0,0,,,,18561,17,18131,413
2021-07-20,sbs nagar,0,0,,,,11425,6,11048,371
2021-07-20,on the daypunjab,68,0.2,,,,,,,
2021-07-20,total,,,,,,598455,899,581312,16244
2021-07-19,amritsar,9,0.36,,9 new cases,,47005,83,45342,1580
2021-07-19,ferozepur,8,1.02,,8 new cases,,14183,53,13644,486
2021-07-19,hoshiarpur,8,1.15,,"2 contact of positive case, 1 new case(ili), 5 new cases",,30601,44,29583,974
2021-07-19,mansa,5,0.77,,5 new cases,,15562,20,15242,300
2021-07-19,ludhiana,4,0.06,,"2 contact of positive case, 1 new case(ili), 1 new case",,87234,126,85015,2093
2021-07-19,bathinda,3,0.53,,3 new cases,,41454,110,40306,1038
2021-07-19,gurdaspur,3,0.09,,3 new cases,,22206,46,21363,797
2021-07-19,jalandhar,3,0.08,,3 new cases,,63005,108,61409,1488
2021-07-19,kapurthala,3,0.22,,3 new cases,,17716,38,17127,551
2021-07-19,muktsar,2,0.14,,2 new cases,,18701,46,18133,522
2021-07-19,sas nagar,2,0.3,,2 new cases,,68404,44,67304,1056
2021-07-19,fazilka,1,0.17,,1 new case (opd),,20117,58,19534,525
2021-07-19,fg sahib,1,0.14,,1 new case,,8763,12,8477,274
2021-07-19,pathankot,1,0.13,,1 new case,,18561,26,18122,413
2021-07-19,patiala,1,0.1,,1 new case,,48659,37,47286,1336
2021-07-19,sangrur,1,0.06,,1 new case,,15664,20,14777,867
2021-07-19,tarn taran,1,0.1,,1 new case,,7963,18,7575,370
2021-07-19,barnala,0,0,,,,5890,14,5636,240
2021-07-19,faridkot,0,0,,,,13804,31,13463,310
2021-07-19,moga,0,0,,,,8608,3,8374,231
2021-07-19,ropar,0,0,,,,12863,10,12437,416
2021-07-19,sbs nagar,0,0,,,,11424,6,11048,370
2021-07-19,on the daypunjab,56,0.18,,,,,,,
2021-07-19,total,,,,,,598387,953,581197,16237
2021-07-18,faridkot,10,1.21,,10 new cases,,13804,32,13462,310
2021-07-18,jalandhar,10,0.21,,10 new cases,,63002,114,61400,1488
2021-07-18,ludhiana,9,0.09,,"4 new cases (ili), 5 new cases (opd)",,87230,130,85007,2093
2021-07-18,gurdaspur,8,0.31,,8 new cases,,22203,46,21360,797
2021-07-18,hoshiarpur,8,0.39,,"2 contact of positive case, 2 new case(ili), 4 new cases",,30593,42,29577,974
2021-07-18,amritsar,6,0.19,,6 new cases,,46996,90,45326,1580
2021-07-18,muktsar,6,0.25,,6 new cases,,18699,55,18122,522
2021-07-18,ferozepur,5,0.47,,5 new cases,,14175,63,13626,486
2021-07-18,bathinda,4,0.35,,4 new cases,,41451,118,40295,1038
2021-07-18,fazilka,3,0.27,,"1 new case (ili), 2 new cases (opd)",,20116,60,19531,525
2021-07-18,ropar,3,0.51,,3 new cases,,12863,10,12437,416
2021-07-18,sas nagar,3,0.22,,3 new cases,,68402,50,67296,1056
2021-07-18,kapurthala,2,0.16,,2 new cases,,17713,39,17123,551
2021-07-18,mansa,2,0.24,,2 new cases,,15557,20,15237,300
2021-07-18,pathankot,2,0.17,,2 new cases,,18561,29,18119,413
2021-07-18,patiala,2,0.08,,2 new cases,,48658,50,47272,1336
2021-07-18,sbs nagar,2,0.16,,2 new case,,11426,9,11048,369
2021-07-18,sangrur,1,0.06,,1 new case,,15663,26,14771,866
2021-07-18,barnala,0,0,,,,5890,14,5636,240
2021-07-18,fg sahib,0,0,,,,8762,18,8472,272
2021-07-18,moga,0,0,,,,8608,3,8374,231
2021-07-18,tarn taran,0,0,,,,7962,28,7564,370
2021-07-18,on the daypunjab,86,0.2,,,,,,,
2021-07-18,total,,,,,,598334,1046,581055,16233
2021-07-17,bathinda,20,1.77,,"1 new case (ili), 19 new cases",,41447,134,40277,1036
2021-07-17,jalandhar,17,0.29,,17 new cases,,62992,122,61383,1487
2021-07-17,ferozepur,11,1.05,,11 new cases,,14170,64,13620,486
2021-07-17,fazilka,8,0.63,,8 new cases (opd),,20113,62,19526,525
2021-07-17,ludhiana,7,0.08,,"4 new cases (ili), 3 new cases (opd)",,87221,136,84993,2092
2021-07-17,hoshiarpur,6,0.25,,"1 contact of positive case, 1 new case(ili), 4 new cases",,30585,42,29570,973
2021-07-17,pathankot,6,0.53,,6 new cases,,18560,34,18113,413
2021-07-17,patiala,6,0.29,,"1 contact of positive case, 5 new cases",,48656,65,47255,1336
2021-07-17,amritsar,5,0.15,,5 new cases,,46989,100,45310,1579
2021-07-17,faridkot,5,0.47,,5 new cases,,13794,31,13453,310
2021-07-17,muktsar,5,0.22,,5 new cases,,18693,61,18110,522
2021-07-17,moga,4,1.28,,4 new cases,,8608,9,8368,231
2021-07-17,gurdaspur,3,0.1,,3 new cases,,22195,47,21351,797
2021-07-17,kapurthala,3,0.36,,3 new cases,,17711,53,17108,550
2021-07-17,sas nagar,3,0.17,,3 new cases,,68399,58,67285,1056
2021-07-17,barnala,2,0.46,,2 new cases,,5890,15,5635,240
2021-07-17,fg sahib,2,0.19,,2 new cases,,8762,19,8471,272
2021-07-17,mansa,2,0.36,,2 new cases,,15555,26,15229,300
2021-07-17,sangrur,2,0.09,,"1 new case, 1 new case (ili)",,15662,27,14769,866
2021-07-17,sbs nagar,1,0.08,,1 new case,,11424,10,11047,367
2021-07-17,ropar,0,0,,,,12860,10,12434,416
2021-07-17,tarn taran,0,0,,,,7962,28,7564,370
2021-07-17,on the daypunjab,118,0.27,,,,,,,
2021-07-17,total,,,,,,598248,1153,580871,16224
2021-07-16,ferozepur,20,2.34,,20 new cases,,14159,58,13615,486
2021-07-16,bathinda,15,1.21,,"1 new case (ili), 14 new cases",,41427,130,40262,1035
2021-07-16,jalandhar,13,0.27,,13 new cases,,62975,129,61359,1487
2021-07-16,amritsar,9,0.31,,9 new cases,,46984,123,45282,1579
2021-07-16,ludhiana,8,0.09,,"3 new cases (ili), 4 new cases (opd), 1new case",,87214,148,84975,2091
2021-07-16,sas nagar,7,0.63,,7 new cases,,68396,69,67271,1056
2021-07-16,hoshiarpur,6,0.27,,"1 contact of positive case, 1 new case(ili), 4 new cases",,30579,45,29562,972
2021-07-16,fazilka,4,0.4,,"1 contact of positive case, 1 new case(ili), 2 new cases (opd)",,20105,62,19518,525
2021-07-16,gurdaspur,4,0.11,,4 new cases,,22192,46,21349,797
2021-07-16,kapurthala,4,0.25,,4 new cases,,17708,60,17098,550
2021-07-16,muktsar,3,0.11,,3 new cases,,18688,61,18105,522
2021-07-16,fg sahib,2,0.18,,2 new cases,,8760,24,8464,272
2021-07-16,patiala,2,0.1,,2 new cases,,48650,76,47239,1335
2021-07-16,ropar,2,0.28,,2 new cases,,12860,16,12428,416
2021-07-16,tarn taran,2,0.18,,2 new cases,,7962,32,7560,370
2021-07-16,faridkot,1,0.09,,1 new case,,13789,30,13449,310
2021-07-16,pathankot,1,0.07,,1 new case,,18554,31,18110,413
2021-07-16,sangrur,1,0.05,,1 new case (ili),,15660,32,14763,865
2021-07-16,barnala,0,0,,,,5888,15,5633,240
2021-07-16,mansa,0,0,,,,15553,31,15222,300
2021-07-16,moga,0,0,,,,8604,7,8366,231
2021-07-16,sbs nagar,0,0,,,,11423,13,11047,363
2021-07-16,on the daypunjab,104,0.24,,,,,,,
2021-07-16,total,,,,,,598130,1238,580677,16215
2021-07-15,bathinda,16,1.19,,16 new cases,,41412,133,40244,1035
2021-07-15,ludhiana,16,0.3,,"1 contact of positive case, 7 new cases(ili), 6 new cases (opd), 2 new cases",,87206,159,84956,2091
2021-07-15,fazilka,12,1.27,,"1 contact of positive case, 1 new case(ili), 10 new cases (opd)",,20101,100,19476,525
2021-07-15,jalandhar,11,0.23,,11 new cases,,62962,123,61352,1487
2021-07-15,amritsar,8,0.25,,8 new cases,,46975,135,45261,1579
2021-07-15,gurdaspur,7,0.19,,"1 contact of positive case, 2 new cases(ili), 4 new cases",,22188,47,21344,797
2021-07-15,hoshiarpur,6,0.27,,"2 contact of positive case, 4 new cases",,30573,50,29551,972
2021-07-15,kapurthala,5,0.35,,5 new cases,,17704,64,17092,548
2021-07-15,faridkot,3,0.42,,3 new cases,,13788,40,13438,310
2021-07-15,muktsar,3,0.12,,3 new cases,,18685,63,18101,521
2021-07-15,pathankot,3,0.23,,3 new cases,,18554,38,18103,413
2021-07-15,sangrur,3,0.14,,"2 new cases (ili), 1 new case",,15659,37,14757,865
2021-07-15,fg sahib,2,0.17,,2 new cases,,8758,28,8458,272
2021-07-15,moga,2,0.75,,2 new cases,,8604,7,8366,231
2021-07-15,patiala,2,0.08,,2 new cases,,48648,79,47234,1335
2021-07-15,sas nagar,2,0.21,,2 new cases,,68389,72,67261,1056
2021-07-15,sbs nagar,2,0.18,,2 new cases,,11423,17,11043,363
2021-07-15,mansa,1,0.28,,1 new case,,15553,33,15220,300
2021-07-15,ropar,1,0.17,,1 new case,,12858,15,12427,416
2021-07-15,barnala,0,0,,,,5888,17,5631,240
2021-07-15,ferozepur,0,0,,,,14139,44,13609,486
2021-07-15,tarn taran,0,0,,,,7960,31,7559,370
2021-07-15,on the daypunjab,105,0.27,,,,,,,
2021-07-15,total,,,,,,598027,1332,580483,16212
2021-07-14,bathinda,20,1.66,,20 new cases,,41396,135,40226,1035
2021-07-14,jalandhar,13,0.29,,13 new cases,,62951,124,61340,1487
2021-07-14,amritsar,10,0.3,,10 new cases,,46967,136,45252,1579
2021-07-14,gurdaspur,9,0.34,,9 new cases,,22181,48,21336,797
2021-07-14,kapurthala,9,0.51,,9 new cases,,17699,64,17087,548
2021-07-14,sas nagar,8,0.69,,8 new cases,,68387,75,67256,1056
2021-07-14,hoshiarpur,6,0.23,,"2 contact of positive case, 1 new case(ili), 3 new cases",,30567,53,29542,972
2021-07-14,fg sahib,5,0.56,,5 new cases,,8756,27,8457,272
2021-07-14,ludhiana,5,0.05,,"3 new cases (ili), 1 new case (opd), 1new case",,87190,154,84946,2090
2021-07-14,muktsar,5,0.23,,5 new cases,,18682,66,18095,521
2021-07-14,fazilka,4,0.52,,4 new cases (opd),,20095,103,19468,524
2021-07-14,ferozepur,3,0.58,,3 new cases,,14140,45,13609,486
2021-07-14,mansa,3,0.59,,3 new cases,,15552,36,15216,300
2021-07-14,patiala,3,0.16,,"2 contact of positive case, 1 new case",,48646,87,47224,1335
2021-07-14,barnala,2,0.63,,2 new cases,,5888,20,5629,239
2021-07-14,faridkot,2,0.35,,2 new cases,,13785,45,13431,309
2021-07-14,tarn taran,2,0.24,,2 new cases,,7960,42,7548,370
2021-07-14,pathankot,1,0.09,,1 new case,,18551,44,18094,413
2021-07-14,sangrur,1,0.04,,1 new case (ili),,15656,43,14748,865
2021-07-14,moga,0,0,,,,8602,5,8366,231
2021-07-14,ropar,0,0,,,,12857,18,12423,416
2021-07-14,sbs nagar,0,0,,,,11421,16,11043,362
2021-07-14,on the daypunjab,111,0.27,,,,,,,
2021-07-14,total,,,,,,597929,1386,580336,16207
2021-07-13,jalandhar,22,0.59,,22 new cases,,62940,131,61323,1486
2021-07-13,ludhiana,16,0.18,,"6 new cases (ili), 8 new cases (opd), 2new cases",,87185,162,84933,2090
2021-07-13,amritsar,10,0.46,,10 new cases,,46957,141,45238,1578
2021-07-13,faridkot,10,1.39,,10 new cases,,13783,46,13428,309
2021-07-13,sangrur,7,0.34,,"3 new case (ili), 4 new case",,15655,48,14742,865
2021-07-13,sas nagar,6,0.67,,6 new cases,,68379,80,67243,1056
2021-07-13,bathinda,5,1.12,,5 new cases,,41376,132,40210,1034
2021-07-13,ferozepur,5,1.19,,5 new cases,,14137,43,13609,485
2021-07-13,mansa,5,1,,5 new case,,15548,38,15211,299
2021-07-13,fg sahib,4,0.59,,4 new cases,,8751,22,8457,272
2021-07-13,pathankot,4,1.03,,4 new cases,,18551,46,18092,413
2021-07-13,patiala,4,0.2,,4 new cases,,48643,92,47217,1334
2021-07-13,fazilka,3,0.43,,3 new cases (opd),,20091,103,19464,524
2021-07-13,sbs nagar,3,0.27,,3 new cases,,11421,18,11043,360
2021-07-13,hoshiarpur,2,0.12,,2 new cases,,30561,63,29526,972
2021-07-13,moga,2,0.45,,2 new case,,8602,11,8360,231
2021-07-13,muktsar,2,0.1,,2 new cases,,18677,64,18092,521
2021-07-13,tarn taran,2,0.31,,2 new cases,,7958,40,7548,370
2021-07-13,barnala,1,0.18,,1 new case,,5887,22,5626,239
2021-07-13,gurdaspur,1,0.04,,1 new cases,,22172,40,21335,797
2021-07-13,kapurthala,1,0.08,,1 new cases,,17690,64,17078,548
2021-07-13,ropar,0,0,,,,12857,21,12420,416
2021-07-13,on the daypunjab,115,0.34,,,,,,,
2021-07-13,total,,,,,,597821,1427,580195,16199
2021-07-11,ludhiana,24,0.24,,"2 contact of positive case, 10 newcases (ili), 12 new case",,87147,160,84897,2090
2021-07-11,fazilka,20,2.24,,"2 contact of positive case, 12 newcases (ili), 6 new case",,20086,130,19432,524
2021-07-11,amritsar,15,0.52,,15 new cases,,46941,164,45200,1577
2021-07-11,jalandhar,12,0.25,,12 new cases,,62903,133,61284,1486
2021-07-11,bathinda,10,0.63,,"1 new cases (ili), 9 new cases",,41359,137,40189,1033
2021-07-11,patiala,8,0.43,,"1 contact of positive case, 7 newcases",,48635,105,47196,1334
2021-07-11,kapurthala,6,0.32,,6 new cases,,17685,78,17060,547
2021-07-11,gurdaspur,5,0.15,,5 new cases,,22169,40,21332,797
2021-07-11,hoshiarpur,5,0.2,,"2 contact of positive case, 3 newcases",,30554,72,29510,972
2021-07-11,sas nagar,5,0.71,,5 new cases,,68371,96,67220,1055
2021-07-11,faridkot,4,0.46,,4 new cases,,13769,55,13406,308
2021-07-11,sangrur,3,0.13,,"2 new cases (ili), 1 new cases",,15646,58,14725,863
2021-07-11,mansa,2,0.37,,2 new cases,,15543,50,15195,298
2021-07-11,moga,2,0.54,,2 new cases,,8599,11,8357,231
2021-07-11,muktsar,2,0.08,,2 new cases,,18663,56,18086,521
2021-07-11,sbs nagar,2,0.18,,2 new cases,,11418,17,11042,359
2021-07-11,ferozepur,1,0.14,,1 new cases,,14135,74,13576,485
2021-07-11,fg sahib,1,0.1,,1 new cases,,8738,12,8455,271
2021-07-11,pathankot,1,0.07,,1 new cases,,18544,50,18081,413
2021-07-11,barnala,0,0,,,,5885,22,5626,237
2021-07-11,ropar,0,0,,,,12856,23,12417,416
2021-07-11,tarn taran,0,0,,,,7952,40,7543,369
2021-07-11,on the daypunjab,128,0.3,,,,,,,
2021-07-11,total,,,,,,597598,1583,579829,16186
2021-07-10,amritsar,15,0.42,,15 new cases,,46926,168,45183,1575
2021-07-10,bathinda,13,1.06,,13 new cases,,41348,150,40167,1031
2021-07-10,jalandhar,13,0.25,,13 new cases,,62891,136,61269,1486
2021-07-10,ludhiana,13,0.17,,"1 contact of positive case, 6 newcases (ili), 6 new case",,87123,157,84876,2090
2021-07-10,patiala,9,0.41,,"1 contact of positive case, 8 newcases",,48627,107,47186,1334
2021-07-10,hoshiarpur,8,0.53,,"2 contact of positive case, 2 new case(ili), 4 new cases",,30549,72,29505,972
2021-07-10,pathankot,8,0.59,,8 new cases,,18544,54,18077,413
2021-07-10,sangrur,8,0.39,,"4 new cases (ili), 4 new cases",,15643,58,14723,862
2021-07-10,kapurthala,6,0.33,,6 new cases,,17679,75,17057,547
2021-07-10,sas nagar,5,0.45,,5 new cases,,68365,130,67181,1054
2021-07-10,ferozepur,4,0.69,,4 new cases,,14134,79,13570,485
2021-07-10,fazilka,3,0.31,,3 new cases (opd),,20067,120,19424,523
2021-07-10,mansa,3,0.51,,3 new cases,,15540,55,15188,297
2021-07-10,muktsar,3,0.14,,3 new cases,,18661,57,18083,521
2021-07-10,barnala,2,0.52,,2 new cases,,5885,25,5623,237
2021-07-10,faridkot,2,0.36,,2 new cases,,13765,64,13393,308
2021-07-10,fg sahib,2,0.17,,2 new cases,,8737,15,8452,270
2021-07-10,gurdaspur,2,0.05,,2 new cases,,22164,55,21312,797
2021-07-10,moga,2,1.03,,2 new cases,,8597,11,8355,231
2021-07-10,tarn taran,2,0.21,,2 new case,,7952,42,7541,369
2021-07-10,ropar,1,0.14,,1 new cases,,12856,25,12415,416
2021-07-10,sbs nagar,0,0,,,,11416,19,11038,359
2021-07-10,on the daypunjab,124,0.3,,,,,,,
2021-07-10,total,,,,,,597469,1674,579618,16177
2021-07-09,bathinda,19,1.11,,"3 new cases (ili), 16 new cases",,41335,165,40139,1031
2021-07-09,amritsar,17,0.53,,17 new cases,,46911,198,45139,1574
2021-07-09,jalandhar,14,0.24,,14 new cases,,62878,145,61247,1486
2021-07-09,muktsar,12,0.51,,12 new cases,,18658,61,18076,521
2021-07-09,ferozepur,11,1.75,,11 new cases,,14130,80,13565,485
2021-07-09,mansa,10,2.11,,10 new cases,,15537,62,15180,295
2021-07-09,kapurthala,9,0.58,,9 new cases,,17673,80,17047,546
2021-07-09,gurdaspur,8,0.25,,8 new cases,,22162,72,21294,796
2021-07-09,hoshiarpur,8,0.47,,"2 contact of positive case, 1 new case(ili), 5 new cases",,30541,73,29496,972
2021-07-09,ludhiana,8,0.1,,"1 contact of positive case, 4 new cases(opd), 2 new cases (ili), 1 new case",,87110,161,84859,2090
2021-07-09,patiala,8,0.38,,"2 contact of positive case, 6 newcases",,48618,115,47170,1333
2021-07-09,fazilka,6,0.54,,"2 contact of positive case, 4 newcases (opd)",,20064,129,19412,523
2021-07-09,sas nagar,6,0.62,,6 new cases,,68360,137,67170,1053
2021-07-09,moga,5,1.25,,5 new cases,,8595,17,8347,231
2021-07-09,ropar,5,0.77,,5 new cases,,12855,25,12414,416
2021-07-09,barnala,3,0.74,,3 new cases,,5883,26,5620,237
2021-07-09,fg sahib,3,0.25,,3 new cases,,8735,18,8447,270
2021-07-09,pathankot,3,0.25,,3 new cases,,18538,51,18075,412
2021-07-09,sangrur,3,0.15,,3 new cases,,15635,53,14720,862
2021-07-09,faridkot,2,0.48,,2 new cases,,13763,73,13382,308
2021-07-09,sbs nagar,1,0.09,,1 new case,,11416,23,11034,359
2021-07-09,tarn taran,1,0.1,,1 new case,,7950,45,7537,368
2021-07-09,on the daypunjab,162,0.39,,,,,,,
2021-07-09,total,,,,,,597347,1809,579370,16168
2021-07-08,jalandhar,29,0.48,,29 new cases,,62864,156,61223,1485
2021-07-08,patiala,26,0.99,,"2 contact of positive case, 24 newcases",,48610,122,47155,1333
2021-07-08,fazilka,17,1.55,,"4 contact of positive case, 2 newcases (ili), 11 new cases (opd)",,20064,147,19394,523
2021-07-08,amritsar,16,0.58,,16 new cases,,46894,198,45122,1574
2021-07-08,ludhiana,15,0.16,,"3 new cases (opd), 5 new cases (ili),7 new cases",,87102,177,84836,2089
2021-07-08,bathinda,14,0.8,,"2 new cases (ili), 12 new cases",,41316,166,40121,1029
2021-07-08,kapurthala,14,0.87,,14 new cases,,17664,79,17040,545
2021-07-08,hoshiarpur,13,0.53,,"6 contact of positive case, 1 new case(ili), 6 new cases",,30533,81,29480,972
2021-07-08,muktsar,12,0.46,,12 new cases,,18646,55,18070,521
2021-07-08,ferozepur,11,1.22,,11 new cases,,14119,84,13551,484
2021-07-08,sas nagar,11,1,,11 new cases,,68353,151,67150,1052
2021-07-08,gurdaspur,7,0.21,,7 new cases,,22154,79,21279,796
2021-07-08,pathankot,7,0.54,,7 new cases,,18535,53,18070,412
2021-07-08,faridkot,6,0.51,,,reportpending,13765,100,13357,308
2021-07-08,moga,6,1.16,,6 new cases,,8590,21,8338,231
2021-07-08,sangrur,6,0.25,,"3 new cases (ili), 3 new cases",,15632,58,14713,861
2021-07-08,tarn taran,6,0.59,,6 new cases,,7949,46,7536,367
2021-07-08,fg sahib,4,0.39,,4 new cases,,8732,21,8441,270
2021-07-08,sbs nagar,4,0.32,,4 new cases,,11416,28,11029,359
2021-07-08,mansa,3,0.47,,3 new cases,,15527,56,15178,293
2021-07-08,barnala,1,0.2,,1 new cases,,5880,26,5617,237
2021-07-08,ropar,1,0.12,,1 new cases,,12850,23,12411,416
2021-07-08,on the daypunjab,229,0.5,,,,,,,
2021-07-08,total,,,,,,597195,1927,579111,16157
2021-07-07,gurdaspur,37,0.87,,"1 contact of positive case, 36 new cases",,22147,102,21250,795
2021-07-07,amritsar,28,1.19,,28 new cases,,46878,199,45107,1572
2021-07-07,bathinda,23,1.39,,"3 new cases (ili), 20 new cases",,41302,171,40102,1029
2021-07-07,ludhiana,19,0.19,,"15 new cases (opd), 2 new cases (ili),2 new cases",,87087,197,84801,2089
2021-07-07,patiala,15,0.51,,"3 contact of positive case, 12 new cases",,48585,108,47144,1333
2021-07-07,sas nagar,15,1.24,,15 new cases,,68343,163,67129,1051
2021-07-07,fazilka,14,1.39,,"2 contact of positive case, 3 new cases(ili), 9 new cases (opd)",,20047,136,19388,523
2021-07-07,hoshiarpur,11,0.43,,"3 contact of positive case, 1 new case(ili), 7 new cases",,30520,78,29471,971
2021-07-07,pathankot,9,0.62,,9 new cases,,18529,54,18063,412
2021-07-07,jalandhar,8,0.13,,8 new cases,,62835,149,61202,1484
2021-07-07,ropar,8,0.89,,8 new cases,,12849,25,12408,416
2021-07-07,sangrur,8,0.35,,"4 new cases (ili), 4 new cases",,15626,64,14701,861
2021-07-07,sbs nagar,7,0.54,,7 new cases,,11412,27,11027,358
2021-07-07,ferozepur,6,0.83,,6 new cases,,14108,84,13541,483
2021-07-07,kapurthala,5,0.26,,5 new cases,,17650,69,17037,544
2021-07-07,tarn taran,5,0.51,,5 new cases,,7943,56,7521,366
2021-07-07,muktsar,4,0.15,,4 new cases,,18634,55,18059,520
2021-07-07,fg sahib,3,0.25,,3 new cases,,8728,20,8439,269
2021-07-07,barnala,2,0.48,,2 new cases,,5879,27,5615,237
2021-07-07,faridkot,2,0.17,,2 new cases,,13759,95,13357,307
2021-07-07,mansa,2,0.27,,2 new cases,,15525,66,15168,291
2021-07-07,moga,2,0.36,,2 new cases,,8584,19,8335,230
2021-07-07,on the daypunjab,233,0.48,,,,,,,
2021-07-07,total,,,,,,596970,1964,578865,16141
2021-07-06,amritsar,21,1,,21 new cases,,46850,198,45082,1570
2021-07-06,ludhiana,19,0.2,,"1 contact of positive case, 5 new cases(opd), 5 new cases (ili), 8 new cases",,87068,210,84769,2089
2021-07-06,bathinda,15,2,,15 new cases,,41279,166,40084,1029
2021-07-06,hoshiarpur,15,0.72,,"4 contact of positive case, 2 new case(ili), 9 new cases",,30509,82,29456,971
2021-07-06,faridkot,12,1.26,,12 new cases,,13757,107,13343,307
2021-07-06,patiala,12,0.46,,"3 contact of positive case, 9 new cases",,48569,116,47121,1332
2021-07-06,ferozepur,11,1.97,,11 new cases,,14102,90,13529,483
2021-07-06,fazilka,10,1.31,,"1 contact of positive case, 1 new case(ili), 8 new cases (opd)",,20033,135,19375,523
2021-07-06,kapurthala,10,0.66,,10 new cases,,17644,68,17033,543
2021-07-06,sas nagar,10,0.9,,10 new cases,,68327,168,67109,1050
2021-07-06,muktsar,9,0.37,,9 new cases,,18630,62,18048,520
2021-07-06,jalandhar,8,0.18,,8 new cases,,62828,166,61178,1484
2021-07-06,pathankot,8,1.32,,8 new cases,,18521,62,18048,411
2021-07-06,fg sahib,6,0.71,,6 new cases,,8725,25,8431,269
2021-07-06,sangrur,6,0.28,,"3 new cases (ili), 3 new cases",,15618,64,14695,859
2021-07-06,mansa,5,1,,5 new cases,,15523,68,15166,289
2021-07-06,tarn taran,4,0.48,,4 new cases,,7938,56,7516,366
2021-07-06,gurdaspur,3,0.1,,3 new cases,,22110,76,21239,795
2021-07-06,moga,3,0.52,,3 new cases,,8582,26,8326,230
2021-07-06,ropar,2,0.33,,2 new cases,,12841,20,12405,416
2021-07-06,sbs nagar,1,0.08,,1 new case (ili),,11405,22,11025,358
2021-07-06,barnala,0,0,,,,5877,28,5612,237
2021-07-06,on the daypunjab,190,0.48,,,,,,,
2021-07-06,total,,,,,,596736,2015,578590,16131
2021-07-05,kapurthala,20,1.14,,"5 new cases (ili), 15 new cases",,17634,63,17028,543
2021-07-05,jalandhar,19,0.65,,19 new cases,,62820,170,61167,1483
2021-07-05,ludhiana,11,0.13,,"5 new cases (opd), 4 new cases (ili), 2 new cases",,87049,223,84737,2089
2021-07-05,amritsar,9,0.46,,9 new cases,,46829,197,45062,1570
2021-07-05,hoshiarpur,9,0.74,,"3 contact of positive case, 2 new case (ili), 4 new cases",,30494,87,29437,970
2021-07-05,faridkot,7,1.27,,7 new cases,,13749,108,13335,306
2021-07-05,patiala,7,0.49,,"1 contact of positive case, 6 new cases",,48557,126,47099,1332
2021-07-05,fazilka,6,0.48,,"2 contact of positive case, 4 new cases (opd)",,20023,138,19362,523
2021-07-05,ferozepur,6,1.26,,6 new cases,,14091,102,13507,482
2021-07-05,mansa,6,1.35,,6 new cases,,15518,73,15159,286
2021-07-05,sangrur,6,0.3,,"4 new cases (ili), 2 new cases",,15612,71,14682,859
2021-07-05,sas nagar,6,0.68,,6 new cases,,68317,189,67078,1050
2021-07-05,barnala,4,1.55,,4 new cases,,5877,30,5610,237
2021-07-05,bathinda,3,0.29,,"2 new cases (ili), 1 new case",,41264,180,40057,1027
2021-07-05,moga,3,0.82,,3 new cases,,8579,26,8323,230
2021-07-05,pathankot,3,0.38,,3 new cases,,18513,61,18041,411
2021-07-05,tarn taran,3,0.35,,3 new cases,,7934,56,7512,366
2021-07-05,fg sahib,2,0.26,,2 new cases,,8719,22,8428,269
2021-07-05,muktsar,2,0.13,,2 new cases,,18621,67,18034,520
2021-07-05,ropar,2,0.32,,2 new cases,,12839,18,12405,416
2021-07-05,sbs nagar,2,0.38,,2 new cases (ili),,11404,23,11023,358
2021-07-05,gurdaspur,1,0.03,,1 new case,,22107,88,21224,795
